QUOTE_ID,REPORTING_SUBJECT_TYPE,PREMIUM_TOTAL,VEHICLE_FUEL_TYPE,LICENCE_TYPE_ABI,INSURED_PERSON_CLAIM_L3Y_AT_FAULT_NOT_WINDSCREEN_NIL_COST_COUNT,LOADED_AT,HAS_NCD_PROTECTION,INSURED_PERSON_AGE
3373,taxi,4743.69,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-16 02:29:22,FALSE,32
3374,taxi,2398.2,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-07 12:34:38,FALSE,23
3375,scooter,259.5,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-07 17:14:42,null,28
3376,car,227.2,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-18 09:09:57,FALSE,55
3377,taxi,3728.79,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-06-25 13:37:36,FALSE,32
3378,taxi,4248.01,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-06 12:49:40,FALSE,53
3379,taxi,3118.3,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-04-10 02:16:35,FALSE,22
3380,car,2919.63,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-30 19:45:31,FALSE,37
3381,taxi,5804.81,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-23 22:10:20,FALSE,26
3382,car,1108.06,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-06 15:53:49,FALSE,27
3383,taxi,2664.75,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-05-17 16:10:25,FALSE,31
3384,taxi,4446.41,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-21 13:03:12,TRUE,43
3385,bvi,519.09,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-23 09:22:25,TRUE,56
3386,taxi,null,GAS BI-FUEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-20 00:29:40,FALSE,44
3387,taxi,null,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-18 10:12:35,FALSE,23
3388,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-05-29 13:19:59,null,29
3389,taxi,2232.73,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-09 11:22:45,FALSE,40
3390,taxi,2867.1,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-08-19 04:31:22,FALSE,28
3391,taxi,1427.97,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-16 16:48:39,FALSE,52
3392,scooter,248.29,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-16 02:14:21,null,25
3393,taxi,4905.11,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-09-25 15:20:23,FALSE,35
3394,taxi,2060.12,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-12-07 21:18:58,FALSE,30
3395,taxi,null,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-01 11:46:12,FALSE,44
3396,taxi,2305.34,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-20 21:34:00,FALSE,53
3397,taxi,3248.69,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-25 17:09:54,FALSE,34
3398,car,4707.57,DIESEL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-05-31 10:10:04,TRUE,36
3399,taxi,605.11,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-06-01 16:59:12,FALSE,25
3400,taxi,3135.5,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-07 10:35:26,FALSE,33
3401,car,178.72,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-18 12:28:00,FALSE,26
3402,taxi,1830.24,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-11 12:14:39,FALSE,29
3403,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-24 13:08:02,null,43
3404,car,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-17 16:19:39,FALSE,29
3405,taxi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-18 10:51:28,FALSE,48
3406,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-09-14 20:28:55,null,47
3407,taxi,4004.93,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-05 15:17:48,FALSE,23
3408,taxi,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-27 09:10:04,FALSE,32
3409,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-06-23 23:27:20,null,22
3410,bvi,981.84,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-08-13 11:22:45,FALSE,49
3411,car,269.92,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-28 14:52:31,FALSE,47
3412,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-16 02:58:15,null,27
3413,taxi,358.4,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-03-13 20:55:25,FALSE,36
3414,scooter,2752.68,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-21 12:36:38,null,21
3415,taxi,394.07,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-27 15:58:59,FALSE,24
3416,scooter,123.5,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-31 14:16:31,null,34
3417,car,4458.93,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-23 01:39:10,FALSE,32
3418,scooter,null,PETROL,DRIVING_LICENCE_KIND_FULL_EU,0,2024-04-30 08:40:27,null,38
3419,scooter,192.88,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-09-25 20:56:56,null,29
3420,bvi,606,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-23 14:07:00,TRUE,42
3421,taxi,3751.81,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-21 09:06:28,FALSE,57
3422,car,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-07-04 12:21:13,FALSE,26
3423,taxi,152.46,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-28 14:42:59,FALSE,53
3424,taxi,176.84,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-09-03 16:37:57,FALSE,52
3425,bvi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-03 09:26:19,FALSE,41
3426,scooter,162.97,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-05-04 16:30:17,null,24
3427,taxi,4897.13,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-09 14:03:52,FALSE,50
3428,scooter,2478.08,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-09-23 11:27:37,null,21
3429,taxi,367.3,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-29 02:40:54,FALSE,62
3430,car,618.55,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-23 20:36:18,FALSE,22
3431,taxi,258.48,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-07 12:20:33,FALSE,54
3432,courier,2904.81,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-21 08:32:59,FALSE,45
3433,car,3279.47,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-07-23 14:31:58,FALSE,28
3434,taxi,5414.74,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-03-24 02:19:22,FALSE,29
3435,scooter,null,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-11-01 16:58:25,null,37
3436,taxi,2595.09,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-17 19:16:53,FALSE,41
3437,scooter,223.69,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-04 21:48:01,null,24
3438,taxi,124.89,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-18 09:21:10,FALSE,38
3439,taxi,340.17,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-11-26 13:09:06,FALSE,33
3440,car,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-30 11:45:05,FALSE,25
3441,taxi,2341.94,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-25 14:17:24,FALSE,39
3442,scooter,336.67,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-19 13:16:48,null,24
3443,taxi,3098.92,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-12 21:47:05,FALSE,51
3444,taxi,201.78,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-02-22 11:44:46,FALSE,43
3445,taxi,366.91,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-13 18:47:00,FALSE,26
3446,taxi,532.46,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-13 15:02:01,FALSE,45
3447,taxi,425.23,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-26 10:33:16,FALSE,36
3448,scooter,226.71,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-07 13:44:35,null,21
3449,taxi,289,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-16 14:16:36,FALSE,45
3450,car,224.88,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-24 12:28:18,FALSE,34
3451,taxi,2185.19,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-27 15:12:08,FALSE,40
3452,taxi,645.48,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-24 03:11:34,FALSE,25
3453,taxi,4952.37,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-07-29 12:01:47,FALSE,40
3454,taxi,877.99,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-04 06:53:09,FALSE,51
3455,scooter,2338.91,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-09-18 15:43:53,null,24
3456,taxi,2406.8,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-12 18:45:49,FALSE,29
3457,scooter,212.67,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-23 19:47:11,null,25
3458,taxi,294.89,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-11-08 07:15:41,FALSE,53
3459,taxi,2706.79,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-09-22 11:17:46,FALSE,45
3460,taxi,4143.59,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-02 13:23:15,FALSE,29
3461,taxi,205.03,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-11-21 14:19:41,FALSE,46
3462,scooter,193.76,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-14 05:28:16,null,34
3463,taxi,3855.29,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-17 18:01:49,FALSE,39
3464,car,591.24,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-28 22:42:39,FALSE,22
3465,scooter,174.79,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,0,2024-05-17 11:10:12,null,23
3466,taxi,null,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-14 13:44:26,FALSE,48
3467,taxi,2855.92,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-21 09:33:47,TRUE,59
3468,taxi,225.59,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-08-14 16:54:04,FALSE,38
3469,courier,1703.55,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-07 15:59:50,FALSE,48
3470,car,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-27 12:21:09,FALSE,42
3471,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-06-30 16:40:28,null,27
3472,bvi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-03 11:15:39,FALSE,49
3473,scooter,null,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,null,null,null
3474,car,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-22 10:23:06,FALSE,30
3475,car,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-07 11:14:36,FALSE,30
3476,bvi,1576.78,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-07-25 16:02:29,FALSE,28
3477,car,468.77,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-03 21:32:29,FALSE,32
3478,taxi,396.77,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-14 20:23:44,FALSE,41
3479,scooter,197.88,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-24 10:20:35,null,33
3480,car,194.06,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-25 10:19:52,TRUE,39
3481,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-22 08:23:00,null,23
3482,scooter,1101.06,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-07-08 09:50:05,null,29
3483,car,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-22 08:04:00,FALSE,29
3484,pvi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-12 16:27:17,FALSE,28
3485,bvi,787.13,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-25 22:49:09,TRUE,26
3486,bvi,1423.89,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-15 12:49:24,FALSE,43
3487,taxi,3217.87,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-01 12:57:04,FALSE,30
3488,scooter,305.28,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-06-26 11:57:46,null,27
3489,taxi,1902.75,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-21 10:06:30,TRUE,47
3490,scooter,119.68,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-22 11:34:00,null,40
3491,car,96.79,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-29 16:21:06,FALSE,48
3492,taxi,304.8,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-07 13:38:53,FALSE,46
3493,scooter,1589.21,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-06-07 11:25:08,null,38
3494,taxi,3275.36,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-11 19:49:34,FALSE,38
3495,taxi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-27 21:57:26,FALSE,46
3496,courier,1471.52,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-22 18:19:21,FALSE,52
3497,taxi,1354.86,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-25 02:35:53,FALSE,42
3498,scooter,259.74,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-08-17 10:44:36,null,25
3499,taxi,152.48,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-10-15 09:15:23,TRUE,53
3500,taxi,1878.62,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-04-30 10:30:34,FALSE,36
3501,bvi,383.44,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-01 22:00:44,FALSE,48
3502,taxi,2075.79,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-06-03 05:36:47,FALSE,41
3503,taxi,2198.59,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-20 11:50:18,FALSE,42
3504,scooter,2021.48,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-09-03 11:09:20,null,34
3505,taxi,91.35,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-03-11 07:17:54,FALSE,38
3506,taxi,154.8,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-30 15:10:47,FALSE,30
3507,taxi,2451.51,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-01 21:53:40,FALSE,49
3508,taxi,3367.09,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-14 11:53:21,FALSE,30
3509,car,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-11 23:12:18,FALSE,47
3510,scooter,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-06-28 07:31:22,null,25
3511,car,null,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-08-20 19:18:10,FALSE,38
3512,car,203.55,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-05 15:26:30,FALSE,27
3513,taxi,2496.19,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-19 07:16:30,FALSE,35
3514,scooter,3297.02,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-11-02 16:14:42,null,32
3515,bvi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-11 15:00:22,FALSE,47
3516,taxi,1804.3,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-15 22:39:56,FALSE,40
3517,taxi,348.63,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2022-10-19 23:01:21,FALSE,28
3518,taxi,3269.77,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-20 04:32:33,FALSE,40
3519,car,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,null,null,null
3520,taxi,null,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-16 10:54:42,FALSE,46
3521,taxi,276.97,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-13 14:07:52,FALSE,26
3522,taxi,1764.48,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-08 11:28:53,TRUE,48
3523,car,null,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-10 07:55:39,FALSE,40
3524,taxi,1954.88,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-09-25 09:06:40,FALSE,44
3525,taxi,2605.24,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-26 22:42:54,FALSE,33
3526,taxi,2015.27,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-06 17:09:05,TRUE,37
3527,taxi,2897.23,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-11-04 10:31:47,FALSE,53
3528,taxi,4378.28,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-01-14 23:56:02,FALSE,28
3529,bvi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-08-29 14:03:59,FALSE,54
3530,taxi,641.17,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-11-02 12:14:28,FALSE,38
3531,scooter,267.79,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-04 12:59:56,null,37
3532,taxi,1842.6,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-03-05 22:21:29,FALSE,40
3533,car,158.43,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-09 19:29:27,FALSE,47
3534,taxi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-19 16:16:55,FALSE,37
3535,taxi,2224.91,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-11-05 12:45:49,FALSE,50
3536,taxi,82.76,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-23 13:14:11,TRUE,51
3537,bvi,573.37,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-09-14 08:58:28,FALSE,32
3538,taxi,3895.52,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-24 19:20:04,FALSE,22
3539,taxi,1128.14,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-11-08 14:47:16,FALSE,41
3540,scooter,3583.52,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-10-29 15:43:43,null,22
3541,taxi,227.77,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-02-01 12:36:29,FALSE,42
3542,taxi,1732.6,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-05-23 18:02:45,FALSE,41
3543,taxi,437.11,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-09-01 12:33:47,FALSE,38
3544,taxi,210.02,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-10-07 09:20:22,FALSE,42
3545,taxi,3965.33,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-08 22:05:29,FALSE,32
3546,taxi,5280.39,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-13 14:02:55,FALSE,28
3547,taxi,187.71,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-07 17:40:40,FALSE,40
3548,taxi,307.12,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-10-17 22:16:18,FALSE,42
3549,taxi,300.73,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-01 07:34:47,FALSE,30
3550,taxi,2874.66,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-30 17:52:07,FALSE,53
3551,taxi,3974.59,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-09 17:38:32,FALSE,42
3552,taxi,241.56,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-03 13:19:52,FALSE,38
3553,car,248.39,PETROL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-12 09:21:59,FALSE,49
3554,taxi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-23 09:27:31,TRUE,58
3555,taxi,3625.99,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-09-02 16:08:22,FALSE,31
3556,taxi,null,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-02 09:55:06,FALSE,33
3557,car,2027.63,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-05-10 12:38:49,FALSE,31
3558,taxi,1044,GAS BI-FUEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-08-23 19:13:55,FALSE,43
3559,car,332.53,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_EU,null,2024-10-07 13:35:39,FALSE,44
3560,taxi,3380.38,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-10-31 11:46:25,FALSE,44
3561,car,3373.54,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-12-27 22:28:30,FALSE,35
3562,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-11-06 22:17:41,null,26
3563,scooter,106.35,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-25 10:39:13,null,36
3564,scooter,null,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,null,null,null
3565,taxi,393.53,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2024-11-17 14:21:55,FALSE,24
3566,taxi,167.22,ELECTRICITY,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-01-21 14:22:30,FALSE,44
3567,taxi,1304.5,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-03-08 14:47:46,FALSE,44
3568,taxi,null,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-07-18 13:26:50,FALSE,29
3569,scooter,215.34,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-10-24 14:08:06,null,24
3570,taxi,3402.18,DIESEL,DRIVING_LICENCE_KIND_FULL_UK_CAR,null,2023-03-04 08:36:36,FALSE,46
3571,scooter,199.42,PETROL,DRIVING_LICENCE_KIND_PROVISIONAL_UK_CAR,null,2024-09-25 14:36:56,null,25
3572,taxi,300.02,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-04-18 11:02:13,FALSE,36
3573,taxi,457.27,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,1,2024-08-23 08:05:58,FALSE,33
3574,taxi,210.75,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2023-06-19 09:13:32,FALSE,60
3575,taxi,222.35,HYBRID ELECTRIC,DRIVING_LICENCE_KIND_FULL_UK_CAR,0,2024-08-12 11:33:49,TRUE,60
3576,scooter,null,PETROL,DRIVING_LICENCE_KIND_FULL_EU,null,2024-09-14 23:29:00,null,26
